Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
81,Cubchoo,,613,♂,564,90,15,13,10,84.4,19.0,19.0,Powder Snow,Play Rough,,"2026-08-06 13:38","2026-08-06 13:37",8/6/2026,11.04kg,0.6m,0,0,0,2500,97.97%,84,94.86%,480000,252,Cubchoo,,0,23.98%,3114,95.07%,70000,112,Beartic,,0,,,,,,,,,
82,Machop,,66,♂,250,66,3,10,4,37.8,8.0,8.0,Rock Smash,Frustration,,"2026-08-06 13:37","2026-08-06 13:37",8/6/2026,27.9kg,0.93m,0,1,0,800,79.22%,852,96.43%,25500,47,Machoke,,2,80.56%,797,97.08%,169937,311,Machamp,,1,78.75%,871,94.48%,3122,31,Machoke,,1,
83,Grubbin,,736,♂,522,84,9,14,9,71.1,20.0,20.0,Spark,Frustration,,"2026-08-06 13:37","2026-08-06 13:36",8/6/2026,4.63kg,0.38m,0,1,0,2500,60.39%,1623,95.76%,174008,205,Charjabug,,1,64.91%,1438,96.53%,29550,141,Vikavolt,,2,,,,,,,,,
84,Mareep,,179,♂,672,105,5,2,1,17.8,29.0,29.0,Thunder Shock,Discharge,,"2026-08-06 13:36","2026-08-06 13:36",8/6/2026,9.25kg,0.63m,0,0,0,15000,4.86%,3897,90.98%,410000,215,Flaaffy,,0,22.12%,3190,95.13%,131000,273,Ampharos,Normal,0,,,,,,,,,
85,Snover,,459,♀,219,57,14,14,9,82.2,7.0,7.0,Powder Snow,Ice Beam,,"2026-08-06 13:36","2026-08-06 13:36",8/6/2026,9111kg,71.25m,0,0,0,800,33.72%,2715,94.30%,54200,107,Abomasnow,Normal,0,74.77%,1034,96.16%,403200,342,Abomasnow,Normal,0,61.17%,1591,93.77%,20700,26,Snover,,0,
86,Snover,,459,♀,219,57,,,,82.0,7.0,7.0,Powder Snow,Ice Beam,,"2026-08-06 13:36","2026-08-06 13:36",,93.17kg,1.25m,0,0,0,800,35.93%,1939,95.19%,54200,107,Abomasnow,Normal,0,70.55%,667,96.76%,416200,342,Abomasnow,Normal,0,52.39%,1379,94.12%,20700,26,Snover,,0,
87,Growlithe,Normal,58,♀,516,81,6,13,7,57.8,16.0,16.0,Ember,,,"2026-08-06 08:52","2026-08-06 08:52",8/6/2026,9.57kg,0.47m,0,0,0,1900,41.47%,2398,94.62%,8200,58,Arcanine,Normal,0,59.32%,1667,96.39%,102600,140,Arcanine,Normal,0,,,,,,,,,
88,Petilil,,548,♀,577,83,15,13,12,88.9,20.0,20.0,Charm,Seed Bomb,,"2026-08-06 08:52","2026-08-06 08:51",8/6/2026,5.51kg,3.m,0,0,0,2500,26.20%,3023,93.48%,2500,52,Lilligant,Normal,0,43.05%,2333,95.79%,215000,283,Lilligant,Normal,0,,,,,,,,,
89,Petilil,,548,♀,577,83,,,,88.9,20.0,20.0,Charm,Seed Bomb,,"2026-08-06 08:52","2026-08-06 08:51",,5.51kg,0.45m,0,0,0,2500,23.57%,3023,93.48%,2500,52,Lilligant,Normal,0,50.40%,1731,96.36%,215000,283,Lilligant,Normal,0,,,,,,,,,
90,Vulpix,Normal,37,♀,659,93,6,5,12,51.1,30.0,30.0,Ember,Body Slam,,"2026-08-06 07:36","2026-08-06 07:36",8/6/2026,6.68kg,0.51m,0,0,0,5000,50.43%,2031,82.18%,400000,182,Vulpix,Normal,0,51.65%,1981,91.78%,400000,232,Ninetales,Normal,0,,,,,,,,,
91,Shroomish,,285,♀,142,58,8,11,12,68.9,7.0,7.0,Tackle,Seed Bomb,,"2026-08-06 06:11","2026-08-06 06:11",8/5/2026,6.02kg,0.45m,0,0,0,800,45.67%,2226,94.70%,42700,96,Breloom,,0,65.98%,1394,96.43%,255200,327,Breloom,,0,79.78%,829,95.45%,0,50,Breloom,,0,
92,Shroomish,,285,♀,141,58,2,2,2,13.3,8.0,8.0,,,,"2026-08-06 06:11","2026-08-06 06:11",,,,0,0,0,800,23.91%,3117,93.65%,52600,105,Breloom,,0,35.56%,2640,95.30%,414600,340,Breloom,,0,55.70%,1815,92.25%,90100,88,Shroomish,,0,
93,Shedinja,,292,,144,10,14,14,11,86.7,15.0,15.0,Bug Bite,Shadow Sneak,,"2026-08-06 06:11","2022-10-16 18:40",10/12/2022,1.1kg,0.78m,0,0,0,1900,85.10%,611,75.60%,496400,268,Shedinja,,0,85.10%,611,75.60%,496400,268,Shedinja,,0,85.10%,611,75.60%,496400,268,Shedinja,,0,
94,Pikipek,,731,♂,142,40,8,15,14,82.2,6.0,6.0,Rock Smash,Aerial Ace,,"2026-08-06 06:11","2026-08-06 06:11",3/3/2023,1.19kg,0.32m,0,0,0,600,95.21%,197,97.06%,366400,319,Trumbeak,,0,87.57%,510,97.83%,210400,341,Toucannon,,0,88.18%,485,94.72%,41400,46,Pikipek,,0,
95,Cubchoo,,613,♀,140,44,14,15,8,82.2,5.0,5.0,Charm,Ice Punch,,"2026-08-06 06:11","2026-08-06 06:11",8/4/2026,6.32kg,0.4m,0,0,0,600,75.09%,1021,95.69%,31000,88,Beartic,,0,28.06%,2947,95.24%,107600,156,Beartic,,0,78.12%,897,94.20%,1200,52,Beartic,,0,
96,Gothita,,574,♀,138,41,12,3,2,37.8,6.0,6.0,Confusion,Psybeam,,"2026-08-06 06:11","2026-08-06 06:11",8/2/2026,6.42kg,0.38m,0,0,0,600,26.64%,3005,93.48%,61900,190,Gothitelle,,0,21.73%,3206,93.74%,486400,419,Gothitelle,,0,40.00%,2458,92.43%,11000,39,Gothorita,,0,
97,Shedinja,,292,,137,10,13,14,10,82.2,15.0,15.0,Bug Bite,Shadow Sneak,,"2026-08-06 06:11","2026-08-06 06:11",10/20/2022,1.87kg,1.01m,0,0,0,1900,83.76%,666,75.14%,496400,268,Shedinja,,0,83.76%,666,75.14%,496400,268,Shedinja,,0,83.76%,666,75.14%,496400,268,Shedinja,,0,
98,Shedinja,,292,,100,10,6,6,6,40.0,15.0,15.0,,,,"2026-08-06 06:11","2026-08-06 06:11",10/20/2022,,,0,0,0,1900,30.60%,2843,65.36%,496400,268,Shedinja,,0,30.60%,2843,65.36%,496400,268,Shedinja,,0,30.60%,2843,65.36%,496400,268,Shedinja,,0,
99,Karrablast,,588,♂,114,38,6,13,14,73.3,4.0,4.0,Fury Cutter,Aerial Ace,,"2026-08-06 06:10","2026-08-06 06:10",8/5/2026,5.49kg,0.5m,0,0,0,400,98.53%,61,98.16%,38400,246,Escavalier,,0,83.93%,659,97.46%,152400,348,Escavalier,,0,98.97%,43,98.58%,2600,205,Escavalier,,0,
100,Karrablast,,588,♂,117,38,3,3,3,20.0,4.5,4.5,,,,"2026-08-06 06:10","2026-08-06 06:10",,,,0,0,0,400,22.71%,3166,93.28%,43000,249,Escavalier,,0,61.81%,1565,96.50%,230000,443,Escavalier,,0,36.73%,2592,91.87%,31400,39,Karrablast,,0,
101,Ralts,,280,♂,106,37,11,11,1,51.1,8.0,8.0,Confusion,Frustration,,"2026-08-06 06:10","2026-08-06 06:10",8/4/2026,6.53kg,0.4m,0,1,0,961,49.30%,2077,94.75%,35050,179,Gardevoir,Normal,1,23.44%,3136,94.94%,40100,151,Gardevoir,Normal,2,50.16%,2042,89.54%,197600,215,Ralts,,2,
102,Joltik,,595,♂,104,38,13,15,13,91.1,4.0,4.0,Sucker Punch,Cross Poison,,"2026-08-06 06:10","2026-08-06 06:10",8/3/2026,0.59kg,0.11m,0,0,0,400,80.63%,794,96.23%,67400,122,Galvantula,,0,99.44%,24,97.81%,518400,348,Galvantula,,0,74.09%,1062,94.22%,4800,58,Galvantula,,0,
103,Joltik,,595,♂,98,38,2,2,2,13.3,4.5,4.5,,,,"2026-08-06 06:10","2026-08-06 06:10",,,,0,0,0,400,58.29%,1709,95.09%,94500,145,Galvantula,,0,2.00%,4014,79.45%,518000,347,Galvantula,,0,58.85%,1686,92.68%,48000,53,Joltik,,0,
104,Trubbish,,568,♀,93,37,10,0,11,46.7,4.0,4.0,Pound,Seed Bomb,,"2026-08-06 06:09","2026-08-06 06:09",8/2/2026,58.9kg,0.86m,0,0,0,400,23.81%,3121,93.63%,67400,122,Garbodor,,0,36.73%,2592,92.89%,518400,348,Garbodor,,0,48.94%,2092,92.76%,4800,58,Garbodor,,0,
105,Trubbish,,568,♀,93,37,,,,55.2,4.0,4.0,Pound,Seed Bomb,,"2026-08-06 06:09","2026-08-06 06:09",,58.9kg,0.85m,0,0,0,400,57.39%,106,98.21%,67400,122,Garbodor,,0,67.30%,57,98.74%,518400,348,Garbodor,,0,73.68%,82,98.60%,4800,58,Garbodor,,0,
106,Smeargle,,235,♂,91,64,0,9,0,20.0,11.0,11.0,Water Gun,Earth Power,,"2026-08-06 06:09","2026-08-06 06:09",8/3/2026,77.28kg,1.43m,0,0,0,1300,3.86%,3938,61.70%,508000,284,Smeargle,,0,3.86%,3938,61.70%,508000,284,Smeargle,,0,3.86%,3938,61.70%,508000,284,Smeargle,,0,
107,Hoothoot,,163,♀,89,52,4,5,7,35.6,6.0,6.0,Feint Attack,Sky Attack,,"2026-08-06 06:09","2026-08-06 06:09",12/31/2022,25.24kg,0.75m,0,0,0,600,62.61%,1532,95.47%,106400,154,Noctowl,,0,19.15%,3312,84.63%,516400,344,Noctowl,,0,63.91%,1479,92.64%,164400,160,Hoothoot,,0,
108,Pumpkaboo,Small,710,♂,87,30,13,13,15,91.1,3.0,3.0,Razor Leaf,Foul Play,,"2026-08-06 06:08","2026-08-06 06:07",10/23/2022,,,0,0,0,400,70.04%,1228,95.56%,64700,271,Gourgeist,Small,0,99.34%,28,98.90%,504200,500,Gourgeist,Small,0,93.68%,260,96.20%,5600,210,Gourgeist,Small,0,
109,Pumpkaboo,Small,710,♂,87,30,1,1,1,6.7,3.5,3.5,,,,"2026-08-06 06:08","2026-08-06 06:08",,,,0,0,0,400,68.11%,1307,95.45%,90800,293,Gourgeist,Small,0,0.39%,4080,80.95%,518800,499,Gourgeist,Small,0,75.58%,1001,94.52%,34400,43,Pumpkaboo,Small,0,
110,Smoliv,,928,♂,81,32,12,8,8,62.2,4.0,4.0,,,,"2026-08-06 06:07","2026-08-06 06:07",8/5/2026,.11kg,70.31m,0,0,0,400,72.82%,1114,94.75%,488400,323,Dolliv,,0,42.78%,2344,95.78%,140400,261,Arboliva,,0,49.79%,2057,92.48%,15600,47,Dolliv,,0,
111,Smoliv,,928,♂,81,32,12,8,8,62.2,4.0,4.0,Tackle,Seed Bomb,,"2026-08-06 06:07","2026-08-06 06:07",8/5/2026,6.52kg,0.31m,0,0,0,400,72.82%,1114,94.75%,488400,323,Dolliv,,0,42.78%,2344,95.78%,140400,261,Arboliva,,0,49.79%,2057,92.48%,15600,47,Dolliv,,0,
112,Fletchling,,661,♂,81,35,14,14,10,84.4,4.0,4.0,Peck,Heat Wave,,"2026-08-06 06:07","2026-08-06 06:07",9/15/2023,3.32kg,70.36m,0,0,0,400,67.81%,1319,94.35%,344400,323,Fletchinder,,0,97.48%,104,96.54%,518400,423,Talonflame,,0,49.35%,2075,91.73%,57400,63,Fletchling,,0,
113,Fletchling,,661,♂,73,35,1,1,1,6.7,4.5,4.5,,,,"2026-08-06 06:07","2026-08-06 06:07",,,,0,0,0,400,50.77%,2017,95.14%,94500,220,Talonflame,,0,0.49%,4076,79.47%,518000,422,Talonflame,,0,55.92%,1806,92.24%,103500,103,Fletchling,,0,
114,Fletchling,,661,♂,81,35,,,,85.8,4.0,4.0,Peck,Heat Wave,,"2026-08-06 06:07","2026-08-06 06:07",,2.23kg,0.36m,0,0,0,400,67.22%,834,95.22%,344400,323,Fletchinder,,0,97.90%,39,97.77%,518400,423,Talonflame,,0,51.64%,1485,94.00%,4800,133,Talonflame,,0,
115,Cubchoo,,613,♀,78,34,15,13,15,95.6,3.0,3.0,Powder Snow,Ice Punch,,"2026-08-06 06:06","2026-08-06 06:06",8/5/2026,10.23kg,0.6m,0,0,0,400,32.38%,2770,93.69%,30400,90,Beartic,,0,14.82%,3489,94.58%,104700,156,Beartic,,0,95.68%,178,97.40%,2800,56,Beartic,,0,
116,Illumise,,314,♀,75,29,12,6,15,73.3,2.0,2.0,Struggle Bug,Bug Buzz,,"2026-08-06 06:06","2026-08-06 06:06",8/6/2026,19.99kg,0.64m,0,0,0,200,50.21%,2040,94.63%,141600,140,Illumise,,0,90.26%,400,93.22%,519600,302,Illumise,,0,27.33%,2977,91.05%,9600,16,Illumise,,0,
117,Ditto,,132,,73,36,7,0,10,37.8,4.0,4.0,Transform,Struggle,,"2026-08-06 06:06","2026-08-06 06:06",3/21/2023,3.56kg,0.29m,0,0,0,400,21.61%,3211,76.83%,518400,298,Ditto,,0,21.61%,3211,76.83%,518400,298,Ditto,,0,55.34%,1830,92.41%,74400,78,Ditto,,0,
118,Bounsweet,,761,♀,71,43,13,9,11,73.3,6.0,6.0,Charm,Draining Kiss,,"2026-08-06 06:06","2026-08-06 06:06",7/31/2026,0.87kg,0.15m,0,0,0,600,18.17%,3352,92.99%,32000,163,Tsareena,,0,39.07%,2496,95.39%,126400,245,Tsareena,,0,89.91%,414,93.18%,516400,294,Bounsweet,,0,
119,Grookey,,810,♂,42,23,8,8,2,40.0,2.0,2.0,Razor Leaf,Energy Ball,,"2026-08-06 06:05","2026-08-06 06:05",8/5/2026,,,0,0,0,200,80.61%,795,96.42%,30800,167,Rillaboom,,0,19.54%,3296,94.62%,100600,229,Rillaboom,,0,28.06%,2947,90.68%,9600,41,Thwackey,,0,
120,Grookey,,810,♂,39,23,3,3,2,17.8,2.0,2.0,,,,"2026-08-06 06:05","2026-08-06 06:05",8/5/2026,,,0,0,0,200,58.75%,1690,95.24%,33000,169,Rillaboom,,0,28.38%,2934,95.04%,109600,237,Rillaboom,,0,81.37%,764,94.13%,3200,133,Rillaboom,,0,
121,Patrat,,504,♀,41,27,9,5,14,62.2,2.5,2.5,Tackle,Grass Knot,,"2026-08-06 06:05","2026-08-06 06:05",8/1/2026,15.08kg,0.6m,0,0,0,200,48.42%,2113,94.74%,135400,183,Watchog,,0,74.92%,1028,90.39%,519400,351,Watchog,,0,36.19%,2614,91.34%,9400,65,Watchog,,0,
122,Rookidee,,821,♀,28,21,14,13,14,91.1,2.0,2.0,Peck,Payback,,"2026-08-06 06:05","2026-08-06 06:05",8/1/2026,1.74kg,0.19m,0,0,0,200,98.36%,68,97.91%,489600,327,Corvisquire,,0,47.57%,2148,95.26%,311600,427,Corviknight,,0,74.87%,1030,94.05%,16800,51,Corvisquire,,0,
123,Patrat,,504,♂,10,13,9,8,13,66.7,1.0,1.0,Bite,Grass Knot,,"2026-08-06 06:05","2026-08-06 06:05",8/2/2026,4.83kg,0.39m,0,0,0,200,72.58%,1124,95.94%,136000,186,Watchog,,0,82.61%,713,91.62%,520000,354,Watchog,,0,73.06%,1104,93.54%,72500,81,Patrat,,0,
124,Patrat,,504,♂,10,12,4,4,4,26.7,1.0,1.0,,,,"2026-08-06 06:05","2026-08-06 06:05",8/2/2026,,,0,0,0,200,67.96%,1313,95.71%,198000,256,Watchog,,0,10.01%,3686,81.66%,520000,354,Watchog,,0,88.30%,480,95.54%,12000,70,Watchog,,0,
125,Pikachu,Normal,25,♂,552,76,15,12,14,91.1,21.0,21.0,Thunder Shock,Discharge,,"2026-08-06 05:53","2026-08-06 05:53",8/6/2026,,,0,0,0,3000,29.16%,2902,93.44%,19000,68,Raichu,Normal,0,99.41%,25,98.19%,470000,294,Raichu,Normal,0,,,,,,,,,
126,Nidorino,,33,♂,299,60,14,13,4,68.9,8.0,8.0,Poison Jab,Frustration,,"2026-08-06 05:43","2026-08-06 05:43",8/6/2026,23.09kg,0.96m,0,1,0,961,89.84%,417,96.48%,350400,213,Nidorino,,2,34.68%,2676,95.23%,168600,289,Nidoking,,2,42.66%,2349,91.98%,12966,24,Nidorino,,1,
127,Nidorino,,33,♂,269,60,4,4,4,26.7,8.0,8.0,,,,"2026-08-06 05:43","2026-08-06 05:43",8/6/2026,,,0,1,0,961,27.64%,2964,93.58%,63133,184,Nidoking,,1,47.50%,2151,95.72%,278400,303,Nidoking,,2,65.98%,1394,93.45%,18729,33,Nidorino,,1,
128,Wyrdeer,,899,♂,1542,146,13,14,15,93.3,20.0,20.0,Tackle,Megahorn,,"2026-08-06 05:39","2026-08-06 05:39",,126.12kg,2.21m,0,0,0,2500,,,,,,,,,51.92%,1970,96.16%,130000,122,Wyrdeer,,0,,,,,,,,,
129,Wyrdeer,,899,♂,1542,146,13,14,15,93.3,20.0,20.0,,,,"2026-08-06 05:39","2026-08-06 05:39",,.13kg,11m,0,0,0,2500,,,,,,,,,51.92%,1970,96.16%,130000,122,Wyrdeer,,0,,,,,,,,,
130,Electabuzz,,125,♂,861,82,9,9,3,46.7,14.0,14.0,Thunder Shock,Thunder Punch,,"2026-08-06 05:32","2026-08-06 05:32",8/6/2026,,,0,0,0,1600,28.64%,2923,93.43%,15200,116,Electivire,,0,44.42%,2277,95.71%,109600,198,Electivire,,0,,,,,,,,,
131,Wurmple,,265,♀,287,88,5,0,14,42.2,22.0,22.0,Bug Bite,Struggle,,"2026-08-06 05:23","2026-08-06 05:23",8/6/2026,,,0,0,0,3000,38.12%,2535,94.65%,158000,222,Beautifly,,0,24.71%,3084,82.47%,464000,300,Beautifly,,0,58.73%,1691,89.96%,464000,250,Silcoon,,0,
132,Scatterbug,,664,♀,201,65,14,12,11,82.2,15.0,15.0,Tackle,Struggle,,"2026-08-06 05:16","2026-08-06 05:16",8/6/2026,,,0,0,0,1900,45.91%,2216,94.62%,86400,203,Vivillon,,0,95.60%,181,94.69%,496400,393,Vivillon,,0,94.46%,228,95.13%,410400,293,Spewpa,,0,
133,Avalugg,Hisui,713,♀,1939,137,13,10,15,84.4,20.0,20.0,Tackle,Crunch,,"2026-08-06 05:07","2026-08-06 05:05",8/6/2026,793.63kg,2.46m,0,0,0,2500,,,,,,,,,33.97%,2705,95.07%,35000,31,Avalugg,Hisui,0,,,,,,,,,
134,Snover,,459,♀,473,85,13,10,11,75.6,15.0,15.0,Ice Shard,Energy Ball,,"2026-08-06 05:06","2026-08-06 05:06",8/6/2026,25.33kg,0.79m,0,0,0,1900,64.25%,1465,95.73%,38400,86,Abomasnow,Normal,0,65.93%,1396,95.64%,410400,318,Abomasnow,Normal,0,21.86%,3201,90.96%,1900,2,Snover,,0,
135,Avalugg,Hisui,713,♀,1965,137,1,1,1,6.7,22.5,22.5,,,,"2026-08-06 05:05","2026-08-06 05:05",,,,0,0,0,2500,,,,,,,,,66.18%,1386,96.36%,46500,41,Avalugg,Hisui,0,,,,,,,,,
136,Gastly,,92,♀,241,42,0,9,10,42.2,8.0,8.0,Lick,Frustration,,"2026-08-06 04:38","2026-08-06 04:38",8/5/2026,,,0,1,0,961,97.17%,117,97.88%,33600,55,Haunter,,2,98.73%,53,98.55%,239538,395,Gengar,Normal,1,72.26%,1137,93.68%,25210,42,Gastly,,1,
137,Doduo,,84,♂,253,46,11,9,12,71.1,8.0,8.0,,,,"2026-08-06 04:38","2026-08-06 04:38",8/5/2026,,,0,0,0,800,37.88%,2545,94.24%,55600,108,Dodrio,,0,75.97%,985,95.81%,455600,340,Dodrio,,0,67.13%,1347,93.74%,19100,24,Doduo,,0,
138,Ponyta,Normal,77,♀,1377,108,13,13,14,88.9,29.0,29.0,Tackle,Stomp,,"2026-08-06 04:37","2026-08-06 04:37",8/4/2026,,,0,0,0,5000,67.30%,1340,95.67%,44000,40,Ponyta,Normal,0,74.29%,1054,96.70%,213000,240,Rapidash,Normal,0,,,,,,,,,
139,Meowth,Normal,52,♀,306,68,12,13,13,84.4,15.0,15.0,Scratch,Night Slash,,"2026-08-06 04:37","2026-08-06 04:37",8/6/2026,,,0,0,0,1900,67.84%,1318,95.90%,144400,184,Persian,Normal,0,97.26%,113,95.58%,496400,318,Persian,Normal,0,62.15%,1551,92.88%,48900,45,Meowth,Normal,0,
140,Venonat,,48,♀,353,78,13,12,7,71.1,13.0,13.0,Confusion,Frustration,,"2026-08-06 04:36","2026-08-06 04:36",8/2/2026,3.39kg,70.75m,0,0,0,1600,21.49%,3216,93.07%,66800,112,Venomoth,,0,88.21%,484,92.76%,502800,326,Venomoth,,0,10.31%,3674,89.24%,18400,20,Venonat,,0,
141,Venonat,,48,♀,488,95,10,13,14,82.2,18.0,18.0,Confusion,Psybeam,,"2026-08-06 04:36","2026-08-06 04:36",8/5/2026,,,0,0,0,2200,80.54%,798,96.02%,48400,92,Venomoth,,0,96.85%,130,95.58%,484400,306,Venomoth,,0,35.19%,2655,91.50%,0,0,Venonat,,0,
142,Oddish,,43,♀,403,64,,,,44.1,13.0,13.0,,,,"2026-08-06 04:36","2026-08-01 19:57",,3.52kg,0.42m,0,1,0,1921,54.37%,883,96.58%,70568,205,Bellossom,,1,52.02%,538,97.37%,235200,325,Vileplume,,2,63.26%,319,96.07%,12244,18,Oddish,,1,
143,Oddish,,43,♀,513,70,15,15,8,84.4,15.0,15.0,,,,"2026-08-06 04:36","2026-08-06 04:36",8/5/2026,7.47kg,70.59m,0,0,0,1900,25.03%,3071,93.90%,137400,151,Gloom,,0,90.89%,374,97.20%,452400,393,Bellossom,,0,,,,,,,,,
144,Oddish,,43,♀,476,70,4,4,4,26.7,16.0,16.0,,,,"2026-08-06 04:36","2026-08-06 04:36",8/5/2026,,,0,0,0,1900,61.66%,1571,95.73%,284600,289,Gloom,,0,47.37%,2156,95.62%,406600,389,Vileplume,,0,39.63%,2473,91.89%,1900,2,Oddish,,0,
145,Oddish,,43,♀,513,70,,,,84.4,15.0,15.0,Acid,Sludge Bomb,,"2026-08-06 04:36","2026-08-06 04:36",,7.47kg,0.59m,0,0,0,1900,26.40%,2959,94.04%,137400,151,Gloom,,0,91.23%,346,97.33%,452400,393,Bellossom,,0,,,,,,,,,
146,Oddish,,43,♂,663,85,7,15,15,82.2,20.0,20.0,Acid,Sludge Bomb,,"2026-08-06 04:35","2026-08-06 04:35",8/1/2026,3.01kg,0.38m,0,0,0,2500,96.75%,134,98.35%,24000,147,Bellossom,,0,98.95%,44,98.88%,475000,373,Bellossom,,0,,,,,,,,,
147,Vulpix,Alola,37,♂,157,44,0,6,2,17.8,8.0,8.0,Zen Headbutt,Frustration,,"2026-08-06 04:35","2026-08-06 04:35",8/4/2026,,,0,1,0,961,88.42%,475,97.03%,6600,51,Ninetales,Alola,2,15.82%,3448,88.66%,402600,258,Ninetales,Alola,2,83.22%,688,94.74%,83534,104,Vulpix,Alola,1,
148,Vulpix,Alola,37,♂,156,44,0,4,2,13.3,8.0,8.0,,,,"2026-08-06 04:35","2026-08-06 04:35",8/4/2026,,,0,1,0,961,73.46%,1088,96.06%,6600,51,Ninetales,Alola,2,10.84%,3652,87.77%,402600,258,Ninetales,Alola,2,64.00%,1475,93.09%,83534,104,Vulpix,Alola,1,
149,Vulpix,Alola,37,♀,182,48,10,6,14,66.7,8.0,8.0,Powder Snow,Frustration,,"2026-08-06 04:35","2026-08-06 04:35",8/6/2026,,,0,1,0,961,19.29%,3306,93.40%,70934,142,Ninetales,Alola,1,94.97%,207,97.58%,375600,258,Ninetales,Alola,2,75.07%,1022,94.27%,0,50,Ninetales,Alola,1,
150,Vulpix,Alola,37,♀,186,48,1,1,1,6.7,9.5,9.5,,,,"2026-08-06 04:35","2026-08-06 04:35",,,,0,1,0,961,37.85%,2546,94.38%,6600,51,Ninetales,Alola,2,5.23%,3882,86.38%,402600,258,Ninetales,Alola,2,68.16%,1305,93.39%,85212,102,Vulpix,Alola,1,
151,Vulpix,Alola,37,♀,187,49,15,1,15,68.9,8.0,8.0,Zen Headbutt,Ice Beam,,"2026-08-06 04:35","2026-08-06 04:35",8/5/2026,0.1kg,0.35m,0,0,0,800,37.17%,2574,94.35%,59100,111,Ninetales,Alola,0,77.68%,915,95.73%,483600,340,Ninetales,Alola,0,27.45%,2972,90.26%,43600,46,Vulpix,Alola,0,
152,Vulpix,Alola,37,♀,405,71,10,14,13,82.2,17.0,17.0,Zen Headbutt,Dark Pulse,,"2026-08-06 04:34","2026-08-06 04:34",8/5/2026,,,0,0,0,2200,89.84%,417,97.16%,34300,81,Ninetales,Alola,0,97.73%,94,98.14%,458800,310,Ninetales,Alola,0,75.24%,1015,93.98%,18800,16,Vulpix,Alola,0,
153,Vulpix,Normal,37,♀,641,89,3,11,6,44.4,30.0,30.0,Ember,Flamethrower,,"2026-08-06 04:34","2026-08-06 04:34",8/5/2026,,,0,0,0,5000,36.90%,2585,80.03%,400000,182,Vulpix,Normal,0,35.36%,2648,90.04%,400000,232,Ninetales,Normal,0,,,,,,,,,
154,Clefairy,,35,♀,430,92,0,7,1,17.8,16.0,16.0,Pound,Disarming Voice,,"2026-08-06 04:34","2026-08-06 04:34",8/3/2026,6.17kg,0.57m,0,0,0,1900,83.10%,693,96.63%,45100,91,Clefable,,0,4.59%,3908,92.07%,492600,314,Clefable,,0,91.62%,344,96.44%,10400,10,Clefairy,,0,
155,Ekans,,23,♀,289,55,7,13,10,66.7,12.0,12.0,Poison Sting,Wrap,,"2026-08-06 04:33","2026-08-06 04:33",8/1/2026,8.56kg,2.3m,0,0,0,1300,70.82%,1196,96.21%,95400,140,Arbok,,0,82.25%,728,91.81%,505400,330,Arbok,,0,76.02%,983,94.06%,32900,34,Ekans,,0,
156,Rattata,Alola,19,♀,398,73,6,4,15,55.6,22.0,22.0,Tackle,Hyper Fang,,"2026-08-06 04:33","2026-08-06 04:33",8/5/2026,3.34kg,0.25m,0,0,0,3000,69.13%,1265,96.04%,167000,197,Raticate,Alola,0,55.07%,1841,87.88%,464000,263,Raticate,Alola,0,62.34%,1543,92.93%,40500,36,Rattata,Alola,0,
157,Rattata,Alola,19,♀,454,73,2,2,2,13.3,28.0,28.0,,,,"2026-08-06 04:33","2026-08-06 04:33",,,,0,0,0,3000,44.86%,2259,94.70%,222000,223,Raticate,Alola,0,1.61%,4030,78.65%,419000,223,Raticate,Alola,0,57.92%,1724,92.59%,35000,30,Rattata,Alola,0,
158,Weedle,,13,♂,79,48,1,10,10,46.7,8.0,8.0,Bug Bite,Frustration,,"2026-08-06 04:33","2026-08-06 04:33",8/5/2026,,,0,1,0,961,98.29%,71,98.74%,60400,114,Beedrill,Normal,2,75.53%,1003,90.32%,400600,266,Beedrill,Normal,2,93.99%,247,96.57%,5522,72,Beedrill,Normal,1,
159,Caterpie,,10,♀,10,13,11,6,15,71.1,1.0,1.0,Tackle,Struggle,,"2026-08-06 04:32","2026-08-06 04:32",8/6/2026,,0.36m,0,0,0,200,49.67%,2062,95.28%,125000,188,Butterfree,,0,84.71%,627,92.01%,520000,366,Butterfree,,0,80.95%,781,85.92%,520000,316,Metapod,,0,
160,Caterpie,,10,♀,104,57,5,15,9,64.4,10.0,10.0,Tackle,Struggle,,"2026-08-06 04:32","2026-08-06 04:32",8/4/2026,,,0,0,0,1000,83.22%,688,97.07%,126000,180,Butterfree,,0,80.10%,816,91.18%,510000,348,Butterfree,,0,66.47%,1374,93.33%,0,62,Butterfree,,0,
